"Code","B._vulgatus","B._uniformis","B._fragilis_spp","B._thetaiotaomicron","B._hansenii","C._ramosum","L._gasseri","E._rectale","B._crossotus","H._parainfluenzae","P._copri","P._melaninogenica","B._adolescentis","E._lenta","F._nucleatum_subsp._nucleatum","C._bolteae","B._longum_subsp._longum","F._nucleatum_subsp._animalis","C._perfringens_S107","D._piger","C._saccharolyticum","S._salivarius","A._odontolyticus","E._siraeum","L._paracasei","B._animalis_subsp._lactis_spp","R._gnavus","C._comes","E._coli_spp","C._difficile","L._lactis","L._plantarum","S._typhimurium_spp","V._cholerae_spp","Alpha_diversity","Transfer","Mix","Medium","pH","Replicate"
"TrA1_InoculumMix11",0.00589101620029455,0.0547373588610702,0.0216003927344134,0.0147275405007364,0.0117820324005891,0.0430780559646539,0.00147275405007364,0.0800196367206676,0.0903289150711831,0.105670103092784,0.069219440353461,0.031786941580756,0.00490918016691213,0.00282277859597447,0.0526509572901325,0.100638193421699,0.00368188512518409,0.0607511045655376,0.00270004909180167,0,0.0120274914089347,0.0312960235640648,0.00441826215022091,0.0278595974472263,0.00589101620029455,0.00576828669612175,0.0122729504172803,0.0272459499263623,0.0612420225822288,0.0038046146293569,0.00466372115856652,0,0.0216003927344134,0.0234413352970054,3.00392893676195,NA,1,NA,NA,1
"TrA1_InoculumMix12",0.00810004263180332,0.0453318175358818,0.0189000994742078,0.0120790109421629,0.0260054000284212,0.0483160437686514,0.0022736961773483,0.0731845957083985,0.102458433991758,0.0937899673156175,0.0716214295864715,0.0328264885604661,0.00753161858746625,0.00497371038794941,0.0493107858462413,0.0834162285064658,0.00511581639903368,0.0648003410544266,0.0045473923546966,0,0.01165269290891,0.0312633224385392,0.00895267869830894,0.0241580218843257,0,0.0109421628534887,0.0230211737956516,0.0294159442944437,0.0591161006110558,0.00341054426602245,0.00909478470939321,0,0.0162000852636066,0.0181895694187864,3.0594431924334,NA,1,NA,NA,2
"TrA1_InoculumMix13",0.0071882775781034,0.0518385402267072,0.0237766104506497,0.0154824440143766,0,0.0377384572850429,0.00165883328725463,0.0644180259883882,0.0917887752280896,0.124412496544097,0.0785181089300525,0.0362178601050594,0.00400884711086536,0,0.0680121647774399,0.0881946364390379,0.00331766657450926,0.0774122200718828,0.0035941387890517,0,0.0116118330107824,0.0341443184959912,0,0.0304119435996682,0,0,0,0.0233619021288361,0.064970970417473,0.00470002764722145,0.00635886093447609,0.00041470832181365,0.0204589438761404,0.0259883881669892,2.88176635368361,NA,1,NA,NA,3
"TrA1_InoculumMix21",0.00884111987518419,0.0522666204385889,0.0135217127502817,0.0176822397503684,0.0208893126462685,0.049839646355205,0.00138684233336223,0.0938718904394557,0.133830285169455,0,0.0858108693767877,0.0349310912715611,0.00823437635433822,0.00390049406258126,0.0684753402097599,0.0848574152726012,0.0055473693334489,0.0886712316893473,0.00520065875010835,0,0.0133483574586114,0.0378781312299558,0.0122215480627546,0.0266967149172228,0.0145618445003034,0.00927450810435989,0.0238363526046633,0.0366646441882638,0.0351044465632313,0,0.00944786339603016,0,0.00320707289590015,0,2.93670053133053,NA,2,NA,NA,1
"TrA1_InoculumMix22",0.00794251134644478,0.0554084720121029,0.0124810892586989,0.0149394856278366,0.0255295007564297,0.0429273827534039,0.00226928895612708,0.146180030257186,0.150151285930408,0,0,0.0427382753403933,0.0075642965204236,0.00491679273827534,0.0658093797276853,0.10571104387292,0.0056732223903177,0.0832072617246596,0.00340393343419062,0,0.0149394856278366,0.0482223903177005,0,0.0274205748865356,0.0094553706505295,0.00794251134644478,0.0277987897125567,0.0446293494704992,0.0323373676248109,0,0.00718608169440242,0,0.00321482602118003,0,2.7879706237171,NA,2,NA,NA,2
"TrA1_InoculumMix23",0.00781134856300663,0.0434782608695652,0.0104642593957259,0.0137067059690494,0.0244657332350774,0.0446573323507738,0.00191599115696389,0.106558585114223,0.162859248341931,0,0.0832719233603537,0.0338983050847458,0.00781134856300663,0,0.0536477523949889,0.0820928518791452,0.00619012527634488,0.0832719233603537,0.00486366985998526,0,0.0162122328666175,0.0369933677229182,0.0112011790714812,0.023581429624171,0.0188651436993368,0.010759027266028,0.0302137067059691,0.0378776713338246,0.032277081798084,0,0.00766396462785556,0,0.00338983050847458,0,2.89092256138286,NA,2,NA,NA,3
"TrA1_InoculumMix31",0.00729442970822281,0.0424403183023873,0.020026525198939,0.0136604774535809,0.0226790450928382,0.0428381962864721,0,0.0773209549071618,0.105968169761273,0.109283819628647,0.0721485411140584,0.0370026525198939,0.00702917771883289,0.00424403183023873,0.0425729442970822,0.0820954907161804,0,0.0643236074270557,0.00503978779840849,0,0.0116710875331565,0.0372679045092838,0.00994694960212202,0.0230769230769231,0,0,0.0229442970822281,0.0355437665782493,0.0611405835543767,0.00397877984084881,0.00013262599469496,0,0.0180371352785146,0.0202917771883289,2.97610553548639,NA,3,NA,NA,1
"TrA1_InoculumMix32",0.00729684908789386,0.0401326699834163,0.0202321724709784,0.0124378109452736,0.0137645107794362,0.0353233830845771,0,0.0728026533996683,0.162520729684909,0.106301824212272,0.0650082918739635,0.0356550580431177,0.00514096185737977,0.00298507462686567,0.0529021558872305,0.0885572139303483,0,0.0674958540630182,0.00265339966832504,0,0.0139303482587065,0.0358208955223881,0,0.0218905472636816,0,0,0.0180762852404643,0.0308457711442786,0.0502487562189055,0.00398009950248756,0,0,0.015257048092869,0.0187396351575456,2.8616029464601,NA,3,NA,NA,2
"TrA1_InoculumMix33",0.00849420849420849,0.0472329472329472,0.0205920205920206,0.0136422136422136,0.025997425997426,0.050965250965251,0,0.0805662805662806,0.0942084942084942,0.110810810810811,0.0684684684684685,0.0317889317889318,0.00733590733590734,0,0.0537966537966538,0.0728442728442728,0,0.0738738738738739,0.00411840411840412,0,0.0101673101673102,0.0465894465894466,0.00849420849420849,0.0205920205920206,0,0,0.019047619047619,0.0292149292149292,0.0575289575289575,0.00334620334620335,0,0,0.0193050193050193,0.020978120978121,2.96071071366756,NA,3,NA,NA,3
"TrA1_Transfer6Mix2Med13pH553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99766446087972,0,0.00233553912028026,0,0,0,0.0164850381817078,6,2,"13",5.5,3
"TrA1_Transfer8Mix2Med10pH551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150954308849046,0,0,0,0,0,0,0.849045691150954,0,0,0.424360867765806,8,2,"10",5.5,1
"TrA1_Transfer8Mix2Med10pH552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296345077378992,0,0,0,0,0,0,0,0.200526835693118,0,0,0.00032927230819888,0,0,0,0.796180441224893,0,0,0.52357266635893,8,2,"10",5.5,2
"TrA1_Transfer8Mix2Med10pH553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216200798630918,0,0,0,0,0,0,0.783799201369082,0,0,0.522057207608563,8,2,"10",5.5,3
"TrA1_Transfer8Mix2Med10pH71",0,0,0,0,0,0.30406342913776,0,0,0,0,0,0,0,9.91080277502478e-05,0,0.00604558969276511,0.00277502477700694,0,0,0,0,0.506243805748266,0,0,0.1201189296333,0,0,0,0.0517343904856293,0,0.00267591674925669,0.00624380574826561,0,0,1.21007444023578,8,2,"10",7,1
"TrA1_Transfer8Mix2Med10pH72",0,0,0,0,0,0.34272955623779,0,0,0,0,0,0,0,0,0,0,0.006698297516048,0,0,0,0,0.452879337612801,0,0,0.104102707228579,0,0,0.00400037212763978,0.0719136663875709,0,0.0130244673923156,0.00465159549725556,0,0,1.28769412406173,8,2,"10",7,2
"TrA1_Transfer8Mix2Med10pH73",0,0,0,0,0,0.317450365726228,0,0,0,0,0,0,0,0,0,0,0.00334378265412748,0,0.00020898641588296,0,0,0.497283176593521,0,0,0.0994775339602926,0,0,0.00292580982236155,0.0675026123301985,0,0.00626959247648903,0.00553814002089864,0,0,1.22166763119992,8,2,"10",7,3
"TrA1_Transfer8Mix2Med11pH551",0,0,0,0,0,0,0,0,0,0,0,0,0.00086749078291043,0,0,0,0.103665148557797,0,0,0,0,0,0,0,0.772934287573194,0.00346996313164173,0,0,0,0,0,0.119063109954457,0,0,0.71319087713032,8,2,"11",5.5,1
"TrA1_Transfer8Mix2Med11pH552",0,0,0,0,0,0,0,0,0,0,0,0,0.0025416190113102,0,0,0,0.0429533612911425,0,0,0,0,0,0,0,0.487990850171559,0.0175371711780404,0,0,0,0,0,0.448976998347948,0,0,0.930944830124779,8,2,"11",5.5,2
"TrA1_Transfer8Mix2Med11pH553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366611433305717,0,0,0,0,0,0,0,0.852734051367026,0.00704225352112676,0,0,0,0,0,0.103562551781276,0,0,0.526786617151078,8,2,"11",5.5,3
"TrA1_Transfer8Mix2Med11pH71",0,0.00382519995363394,0.00069549090066071,0.00231830300220239,0,0.377767474208879,0,0,0,0,0,0,0,0.00162281210154167,0,0,0,0,0,0,0.00127506665121131,0.403732467833546,0,0,0.0693172597658514,0,0,0.0469456357945984,0.0901819867856729,0,0,0.00231830300220239,0,0,1.352913723886,8,2,"11",7,1
"TrA1_Transfer8Mix2Med11pH72",0,0.00343938091143594,0,0.00248399732492596,0,0.354829464029808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114646030381198,0.433935224992835,0,0,0.0801566829081876,0,0,0.0250310499665616,0.0962071271615554,0,0,0.00277061240087895,0,0,1.30825465494045,8,2,"11",7,2
"TrA1_Transfer8Mix2Med11pH73",0,0.00538257701225571,0.00066247101689301,0.00240145743623716,0,0.31467373302418,0,0,0,0,0,0,0,0.00107651540245114,0,0,0,0,0,0,0.00099370652533951,0.452798940046373,0,0,0.0939052666445843,0,0,0.0225240145743624,0.102931434249752,0,0,0.00264988406757204,0,0,1.34159484434047,8,2,"11",7,3
"TrA1_Transfer8Mix2Med13pH551",0,0,0.0004009623095429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132317562149158,0,0,0.104651162790698,0,0,0,0.881315156375301,0,0,0.0004009623095429,0,0,0.411057373838404,8,2,"13",5.5,1
"TrA1_Transfer8Mix2Med13pH552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438756855575868,0,0,0,0.956124314442413,0,0,0,0,0,0.180071475851039,8,2,"13",5.5,2
"TrA1_Transfer8Mix2Med13pH553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973986690865094,0,0,0,0.901996370235935,0,0.00060496067755595,0,0,0,0.324355111083744,8,2,"13",5.5,3
"TrA1_Transfer8Mix2Med13pH71",0,0,0.241421820423259,0,0,0.522909389767824,0,0,0,0,0,0,0,0,0,0.013149784261352,0,0,0,0,0,0,0,0,0,0,0,0,0.222519005547565,0,0,0,0,0,1.0734829234697,8,2,"13",7,1
"TrA1_Transfer8Mix2Med13pH72",0,0,0.229533050333535,0,0,0.49241964827168,0,0,0,0,0,0,0,0,0,0,0.00848999393571862,0,0.0469981807155852,0,0,0.00090964220739842,0,0,0.0191024863553669,0,0,0,0.202243784111583,0,0,0.0003032140691328,0,0,1.27851405582851,8,2,"13",7,2
"TrA1_Transfer8Mix2Med13pH73",0,0,0.213796477495108,0,0,0.489970645792564,0,0,0,0,0,0,0,0,0,0,0.0073385518590998,0,0.0477005870841487,0,0,0,0,0,0.0217710371819961,0,0,0,0.219422700587084,0,0,0,0,0,1.27672240776312,8,2,"13",7,3
"TrA1_Transfer8Mix2Med14pH73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159377628259041,0,0.37636669470143,0,0,0,0,0,0.460470984020185,0,0,0,0,0,0,0.00378469301934399,0,0,1.03868011970545,8,2,"14",7,3
"TrA1_Transfer8Mix2Med15BpH551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,"15B",5.5,1
"TrA1_Transfer8Mix2Med15BpH552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040032025620496,0,0,0,0,0,0,0,0,0,0,0,0.999599679743795,0,0,0,0,0,0.00353204383660632,8,2,"15B",5.5,2
"TrA1_Transfer8Mix2Med15BpH553",0,0,0,0,0,0.00451467268623025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451467268623025,0,0,0,0.99097065462754,0,0,0,0,0,0.0577507383019298,8,2,"15B",5.5,3
"TrA1_Transfer8Mix2Med15BpH71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370233246945576,0,0,0,0.996297667530544,0,0,0,0,0,0.0244240607396561,8,2,"15B",7,1
"TrA1_Transfer8Mix2Med15BpH72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,"15B",7,2
"TrA1_Transfer8Mix2Med15BpH73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160349854227405,0,0,0,0.983965014577259,0,0,0,0,0,0.0821780441402592,8,2,"15B",7,3
"TrA1_Transfer8Mix2Med16pH551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,"16",5.5,1
"TrA1_Transfer8Mix2Med16pH552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999524714828897,0,0.00047528517110266,0,0,0,0.00411186211673687,8,2,"16",5.5,2
"TrA1_Transfer8Mix2Med16pH553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084889643463497,0,0,0,0,0,0,0,0,0,0.999151103565365,0,0,0,0,0,0.00685156943619615,8,2,"16",5.5,3
"TrA1_Transfer8Mix2Med16pH71",0,0.00985761226725082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613362541073384,0,0,0,0,0,0,0,0.928806133625411,0,0,0,0,0,0.285347605645649,8,2,"16",7,1
